id_version, NC, mWMC, mcBC
cc95f719fa15f79d338a5644c8ed9b93295a7a97,987,15038,0.5734144886727451
2ca26688ee9e76aff6b01fe104af5b5198a25d59,1009,14713,0.5844937030525271
f1abca190af73ef14ddf91cfcbe753fc30a773e0,1012,14683,0.5813477579841896
e6440189a0873b3538fe5898380bb635a88278e8,1012,14700,0.575612708596838
b3a9efc885a905077099ac87d9feea7d3f569bb9,1012,14550,0.5740181815810276
a4f7c8f72a50435c729df60afdcc8a6980eb79fb,1012,14580,0.5674045045948621
6a0fe0634012368a478fcc0ba4caff61e6687fbc,1012,14593,0.5643572756027668
a5ea3df3049e68c812a85bbed2da4827fc2e0ee8,1010,14541,0.564280353772277
31657adf0403eab4e6ebb1e5dd949ac26705852b,1010,14539,0.5642798928811881
d275c8aa7aa94226194aacc755161b1e551ddc78,1010,14558,0.5634549677524753
bab682a76ffe62589170a150ef26aa0eac6426f5,1010,14594,0.5628933676237624
dfed66f0b74563166e46e67aaa286f6262d9d335,1010,14614,0.5627526859801979
72566fc7fdd1fe1847176473570f1b5af8dd5e95,1010,14634,0.562397095970297
ace127c2e7231f56c203b211457bce54a003df03,1010,14634,0.5623900620693069
c59669ded0d88b4248fd589f5c20e0ed82f46603,1010,14639,0.5623722626633664
09565ed88ddfa0158ca4375df48934e4af551b71,1010,14640,0.5623398758613861
035e17c786711d14a967668a3f0cc7b9fac282db,1008,14629,0.5623282609126984
d8de41b640b2a0c846ee5f918ee49cd75f1b22de,1008,14620,0.5623829344940476
c18cdf11014d226768d7053e3907d42820f3531b,1005,14633,0.562982497850746
82bd5fad70478ec293452b834990b86558b3582e,1005,14633,0.562982497850746
8ae7307e84cce0f86e33aea111fd92f5502ab49f,1005,14633,0.562982497850746
8a7ad12f4999900b6a8740655e74fdd1d90c3d68,1005,14579,0.563059203323383
79b72cb3a013f27dd2ca26dc492d170d13000caa,1004,14585,0.5627700536354583
205d09f62bc8e4c586a28f89e510bf578bcbbbeb,1004,14587,0.5627706763944221
1ffb729bc6665fbfb12e12685793b96c4b73994a,1004,14593,0.5627682413944223
daf94331aba331a6ceec293d926820104e1430b8,1004,14468,0.5628363147908367
721c0bd8cac550e5e3e584778a0f64795ab299b4,1003,14371,0.5628782258823528
909d06010b0638526b3116ba43f486af13db6067,1001,14334,0.56268870001998
7d7465f6994115327f0339968f786e9132279f5b,1001,14334,0.562689920999001
fdcdb1ba7f394d96056eff1c7f34e2a231a369ca,999,14212,0.5624376888888889
29fce8a3db61bc83a468cd8d2f11a4049aac0578,999,14210,0.5624381979279278
fe96fb9556b6042709379595e83e85954f28090b,999,14190,0.5624463772572573
4e63f402671b729ac7ad8efd49506db49fb7bd11,999,14179,0.5625152085885886
02c0a50736074339c36456d567efb73fb280c3dc,995,14194,0.5614662777487438
705f5825c46be837d191eafb4e4b1aaee05790ea,995,14194,0.5614662777487438
3a99b7a3498de6572a9dca9d8f17e65e38d7b4e7,989,14226,0.5618400440849342
5c1409042495230a34e1a9906cc5fe716f83573d,989,14220,0.56193599091001
45ae58ab4db1ad6c864d88b637b277ae4d52a191,989,14176,0.5619824816582404
4eee2036e4d95cc341d383ceb3e19301980c1957,989,14174,0.5619654807280079
c263683cf07ea5e2ea7992b3af90cb59287d7c84,989,14156,0.5620166952881699
a4835415de400ebf38c140e4e821b302b64e42e4,985,14055,0.5618218990964469
1923f263cb72df38a157b86a65c11a36afca9449,984,14050,0.56168923097561
490931b0445c0ea32b6ffde56553c25283fdb3a6,984,14050,0.56168923097561
ae2abc9ead8343e0f346f1294ff03719ca0672a9,984,14114,0.5616770091971547
d62e3551d8e888d81ecbc3a05901bed8dbcd6a18,984,14054,0.5616718173882115
af960a8f901140df6b53d488c495abb2b4f0c3b4,973,13887,0.5598961036896198
7af4a9bceee5cfda3f9fdc9a5d81ac3226c0136f,972,13866,0.55983869340535
707888c9e99f60faa256b7203df8a9ab050bb24b,970,13854,0.5595956378969072
9e2192517e9e054ee2b3af9cccb6118b8fff9fe1,970,13801,0.559814303628866
0f12953aa0823aad411e04b7e8504bb2c895b62f,964,13814,0.5592865209958506
72849257f604fef30ce9a99856c971dc56fb9dfe,960,13842,0.5592663831874999
fd82b616765d8e72187958e49344db9ca6612c90,960,13832,0.5593584998229165
ac3101367dbe3c1e04587f0e062a4ef5cfe1ca5f,960,13632,0.5595962519999998
611e0ce634f05e85b9914d3fd203656bedf61e68,960,13576,0.5596628931562498
7b93acaa47bc2debdbd913b102dad11ca3e6570f,960,13576,0.5596628931562498
7bc9e821bc3d2c2dda625bf21416af0b8c282f99,958,13538,0.5596494438830896
0a1f5ed7eecf43931d185d2d983fd4c14c9edb1f,958,13526,0.559491259102296
a1959773c944b93a27d1d6f7ea177757d7ed8acf,958,13403,0.5595374844467639
9e8082b9c6bee81eb239b730428f6c5d06c827e6,956,13421,0.5597272814225939
82522be8256dbd985d633ab3c6a44e297ada4bf9,955,13412,0.5599092424502614
6a7c999fd7947cbe03e330897ab1fa1b2c137605,955,13196,0.5599233424397903
9473351387cf8a6f2d7640cc63d5c14b95d02af4,955,13196,0.5599236378010467
c433931cce3b4a66b366be6aa1f4140f5ad99561,955,13179,0.5599459706492144
0057dcd26d9e98ca4d34d243c82f1ba41b950527,955,13179,0.5599459706492144
df3c6af25cc4c39b709eeb269617d4823dc4d9af,950,13196,0.5602687249052629
24e9e9e509bb1b8530644f86703ac9cd5e651b61,950,13196,0.5602687249052629
d31d4162dae312c45a602bbc655f61ebf2b91b3f,950,13196,0.5602687249052629
d60a0c560eb0362530143482c99be287a0689c9f,950,13176,0.5601506618210523
7ba76b79e3edf4f9251c28d4d36e1021810360db,950,13176,0.5601535373578945
7832ed89eada44f0224a47ec27d2d9c469aa7484,950,13177,0.5601245470842103
0cab9165d23c4da89896ae64bee46ec1057c1ac3,950,13177,0.5601194968105261
7b2014e173b130c4824ff302d9cd64be2807a1cf,950,13177,0.5601194968105261
2fd2b74c2eb3bd7e7fa962f3c2ceb0dd5d9a2dce,950,13177,0.5601194968105261
a62daecd78be6676c6abda802f035f3a687e8545,950,13177,0.5601194968105261
22f76afe83f45c9faee90cc63dc718806975b517,951,13163,0.5599336208832805
f0d4e6218c060d3fcedb746e570fbf0b2627f914,951,13163,0.5599321244058884
fb93e7982acddb54fb91ad65ae5f090426a70d4b,951,13148,0.5595079877707672
3cb1a3903e2d9dd17b488de74f460ae7d2bd28fc,951,13148,0.5595079877707672
4e64642f9845c4e799c0201e1c665c8fc93730a9,951,13148,0.5594977036908513
8db6fd1a610ed9d6cb6434780900404ef96dc538,951,13142,0.5595484369716083
7a94020f69067c565f61c2894832e274554ac599,951,13140,0.5595631018296525
2e1e5f5a1ccbcad97b8e23aa7346c181a5b6cb22,948,12935,0.5595638856223623
a9af3cfe29d9f150b471760feffd18193ed2ce93,948,12918,0.5595438017088601
d769d3f2c85bd8b925e3dc851d83ed47cb040986,948,12918,0.5594479390928264
e6e0b0b4a6944e8ffc0a922ba137c6d6eef6fe22,948,12903,0.5593867352109698
dd9436738a48c24f4dc25b1b3deefb1e010b0a97,948,12880,0.5594162938080164
6de68a28b135c56e2905c45b648872db3ab8aa7e,946,12676,0.5589766369133188
e4f13a4eded2c3cc43b956d75773285a0d543553,936,12744,0.5589734092628202
3a6a4cd557ead26954f94f741f218ee7450e495a,936,12744,0.5589651038995722
37ecb8ffe2ecdf31e295b42fe0863831b32fd0a5,936,12552,0.5590236357158115
cd854fcfaea49294943a32e228f84ae9381de657,936,12553,0.558887639797008
5e931cdc28f72ea8a0d55df7b68238d619f70ab8,936,12553,0.558887639797008
c27c02ed4d10eef5f69acd0b665e29110a43e4a8,936,12554,0.5588166161645293
ab5474e975cb20b2b4e858763bab8a74223b5942,936,12554,0.5588166161645293
15934facc4b32e3042b955131fa23efb1c2fc31b,936,12537,0.5587951233653841
3cd8089551faea4e522b68d9d044c7ecee5e9013,935,12534,0.5588547300106946
b8b9f06b9fc7c5855d8824627c85344b94524c53,935,12532,0.5588537728021384
b7923f0d068039722b5fea2dbe3fddd6e79ef3d8,931,12540,0.5591641930290003
7b781115ce5b8966a4ba6b74f6ba0b834ae50664,931,12523,0.5591357875080551
6eefbd33d8745892c48b426ba2d6bb2da542a950,931,12523,0.5591357875080551
027d7b3917d07ce8c38b30c9779cb8db5daea50d,931,12523,0.5591357875080551
3a4d31ec31ae560aa4414011bb9305df469df22e,931,12523,0.5591298545327598
900ec063f532de59b28f524f05fa67777fdf30f8,925,12595,0.5596355931243235
39aa53d62f52b375ad99320123f9c2d10ff10cd6,925,12595,0.5596590364540532
88022d8c7e9a73f079abc2cea3f2674689c78652,925,12524,0.5596986045189183
ce51755ee59e4b887dd86ba7efd0227e191d9abf,925,12521,0.5596821162270265
03247d0b17c1b471d6409737d3d670c520690411,923,12518,0.5599995342036829
26e2d192f788dec7726c9723134de93f0a93b9fc,923,12518,0.5599995342036829
abd98c7bf320b4224ab61359b73fdcbcb517a0ad,923,12518,0.5599995342036829
9cc3683bd0486846d8ef042da3a4c81e47ee189e,923,12517,0.5599956896749723
6ea996684b0554712ca48a6a81a2f3de124c7d33,921,12496,0.5604071908251895
260368b0971db4b460789e1117b1877647705a2c,920,12475,0.5603388993260865
33ef6484ce18a6939b0a86e93e9d1892e8063a3c,920,12338,0.5603242797173907
324de63f3066ffc3449e4f3230606c722cd9751b,920,12251,0.5603174187065212
057768fa85661da173c2b2fa4cc661914d94f5de,920,12223,0.5606000798478256
9b30be98a0d90567de18cb5406b63f60e1e6024d,920,12222,0.5606015584347821
6cabc1bab3bdfbe5c1a1c9ba8c1c6876e7c70ec3,920,12193,0.560811279891304
71afeabd172edb15d95f125b8a59783edc923362,920,12191,0.5608303176413041
1fdda2fd713834e97f9c97737f3046bc40a512ca,917,12190,0.5606723340239909
1166442bfb24770aba0593f290d5abf80e93d625,917,12141,0.5608810753762266
f43039260ceddc45a28d338d31d390cc4f8ad2e4,917,12136,0.5608999047110139
61623cbc5929d5cfbc0c5cb2cdee5fb29ee2eca3,915,12114,0.5610386408196717
d1dd06397534df41755a6b5c74de9df29f6ed9d1,915,12105,0.5610225276612018
ea77788615c849d96f74e4e2725eb175db240d96,913,12087,0.5614120082146764
da133ffd0e6d586e720697b3e29023bf118289fd,913,12086,0.5613687479627597
3e6e54e0d1dadd899ec73e14b71e63b8ed3dc7b9,913,12090,0.5615255492442492
0bf0e5d626ebe8c641a0e1a17304ff81130461f9,912,12076,0.5618006980153504
89d564ed19468152f5a4d5adeb050bb852315d44,912,12075,0.5618441140241222
a98ffcef80ff6106e879adc5917c2fdd9d5adda3,911,11891,0.5618846913611409
1792ce464f338d49b9ad651203e38f317fb7c426,914,11684,0.5599371316739601
802f009d6e67314914b9cc9bae965ea2560bb7ce,914,11684,0.5599371316739601
8719ef2172613579d2b9ea7e10678b32faf9e66b,914,11684,0.5599371316739601
a1a4a17ef762bf4e66f77cd766cb0ebc093df8bf,914,11684,0.5599371316739601
6ddeedbe80dc027c3381d52027dc8e5b0f61a7a7,914,11684,0.5599371316739601
0403700aa5b3b5e9e1a90c29bf442daa8bdb1528,914,11684,0.5599371316739601
38a289435530ac21325a22804a8b5bfe2fb2e1bb,909,11692,0.5601803965786573
0303d64c12afdb6b827d6fae2aa710df2e6b7062,909,11682,0.5611640450495049
0b1f1a44739633bc6387009d4e0781c6a2f1dc7d,910,11637,0.5628958123626379
cdafc68373d4632fa13fa29dc243144102b5c33c,910,11600,0.5644003517472532
8b4e5e727b0b5d1ad74b85116f6455cca0be2514,910,11595,0.5651329292637367
9444eb116fc39f1c17c471a44fdb35fd71b2c28e,909,11569,0.5649605571617167
cd328a7a2a521765c7663415e8122ad053361ae2,903,11337,0.5652722403322264
be8fd5ed6efb46872510f194c297ddecaef43731,903,11337,0.5652722403322264
