id_version, NC, mWMC, mcBC
f838c7d74c0d7f118be4aa42b74b3d7bfebed07e,1023,9553,0.5531003190615833
fcff7a2ce9ecd27e5b97d118ca0c13426118fe68,1022,9588,0.5486382608219184
5ed43f7b944da6fe579b741b743970203cc7cece,1022,9567,0.5487958958610574
f3a1462fe6d50f212ece060e27adafe41fab7f33,1024,9559,0.5491835629296882
b7cccc63890b0789357a63c4f652dbcdbbfda177,1023,9613,0.5493575174780064
8f80ac68c27cadf3e8046e2840f896f0088e8d81,1024,9586,0.550124823945313
3362c44e37f4e9db3c008761377b65bd41d4b27f,1006,9825,0.5633768897912529
8c8af50fedcd9b8e7c7ae286fbbfe7190861ae81,1005,9890,0.5648172081691546
94737b5087b4179e24e50bd930803abe5f01c9c7,1005,9891,0.5648287566268662
00b6cbf776fbcdeaff7fbe334a7e54538faba812,985,10063,0.5660353441116756
7ec310c94f1521406fe5c6976f11f176295112eb,985,10356,0.5677187451167517
440fd21971a3a2329d0187bb7ffdae2223eeac55,985,10396,0.5675607362436553
461625fd1f7242a1223f8e73716e9f2b4e9fd8a5,987,10650,0.5689391365552184
ec3128440c02d29d74c8ebcaef6cbcec5ba3efee,987,10618,0.5692951381357653
e0a00b9e505c5137e23be35a8cd2aa847d9f75f9,987,10628,0.5693887890476194
864b1af14331f0be533bd29acb66e01b1508a150,988,10579,0.5693603688765184
9a531945e3d13425725fae8d93d61140e7f7826f,985,10637,0.5695284513908633
974c482aab44e6b02931934beb28155f0fabe62e,985,10637,0.5695086353604065
a1b49441a46d2c5045c4736355d2357d39727af8,985,10637,0.5695339000304575
fe97617876eb2c80f28173766ede2e4c6c18b6fd,985,10639,0.569443121878173
731b3f1c598a023ce628cc1d20d3ef78e8de7102,988,10647,0.569033057510122
6174da454bc97ba6b515940e5edf6ea4849f7784,991,10592,0.5691573484460146
a6bb4821619974d0c3366013e6b35eea10c9abe7,988,11030,0.5759640718117404
3530ac43fddff1c9a65282d59e031bb4e95f34bb,988,11233,0.5763537634008092
516e68ff9a8a04394f12d85e718c32dde92cd74d,988,11262,0.5763573755870441
c680cdc89fc1111b9d74c60a665973fe2311a67c,988,11684,0.5768639483198376
fee55db52356f8179b56c57ab045cf9f575b96ef,988,11797,0.5770972632085015
e2787e5cc06d8cdd82c08e988e8fbe95361829a2,988,11807,0.5774361208198375
e9686b8b93476437cc8c5892189ca9df17e6f9d9,987,12622,0.5793688158662604
46d93e432b6c818806ae575d1b2a3f1647f9d4c6,987,12622,0.5793736555015188
3007379878f2d909ae4d55443f8d9383654713dc,987,13404,0.5794332543465038
7cb530ec53363d4e4a0447292c8115fb3283ece2,987,13434,0.5774509534853084
b9db2cbc062393685691965a4b42414deadcf364,987,13437,0.5755552762006072
ab91008dc51ac5c69cabf44735f709bfc1099024,987,13441,0.5725638925835858
6eaddd4f1f17f36a0e293ba571c86b45d4c31794,987,13547,0.5713369515400194
91e8f89dfaf0130f490f3e5ebc4c5bc25e2560eb,990,13775,0.5715845045252519
724aeef0f99cb980859668da49883065e41b63b4,993,13737,0.5714597687814696
0e699e07a6b3b68f0cc1d3547195d6bdb40eecd0,993,13774,0.5698193945115805
b6f33bc4faa4f95c940d6902450ba1468736f3e4,993,13774,0.5698086593051355
41bdd4ff7c567f1d044439b44be8f8c35dde3da0,993,13780,0.5693960318126882
64ef28fc2249bb468dc231ed7ca814757f088231,993,13780,0.569292996686807
cdd282cbbe980bc321bb1946d364948e2772be0c,993,13785,0.5695958817724063
758d36731205cfb38b82b0e4d632948dc7a9c387,993,13786,0.5696071547734133
071d2473dfdd807e13f3bfd4e5957093d5784090,1009,15051,0.5701412395738352
29e0c08540c836bf16067f187ce7942398c6b250,1009,15053,0.5701451554707628
eb21a0fb9a327cbba543070f78c42455925467a0,1010,15017,0.5702181435544552
9a0289f6f05bd4e8446b8f219c7eae7b07de3706,1010,15002,0.570215105910891
cce19b7a7a66642be02a5d54332ab25ed94d2528,1010,15000,0.5702206507821781
ac1ccf8bd87d61788dcdf1f2b21fb924bd778952,1027,14988,0.5690191405258035
3d21d1d1c07d383ea5d4925bfc7c4befc1b16c26,1027,14988,0.5690191405258035
70410ecc64a3d05ce7da2481006386f90a9e95a2,1027,15129,0.5690542063777997
95571f93e3f54823013318301c6a0f29eded507a,1017,15155,0.5685562492822027
c4beab33ef65d6943db140d3b3f80327afeed08b,1017,15170,0.5685392819174042
51f31da5b6c1cac493c1131f2e76a50fa29b9f8e,1016,15135,0.568443578809055
8c607b33dbc803c1977de6ce5e34811a7df3eaf5,1015,15146,0.5684412107586206
cecb836ef710e311929a7dd75de0fbb527142814,1015,15144,0.5683706573990147
248279a9a982f8f4d9d30c71d16e4de6987d769e,1015,15144,0.5683716821773398
6a472ddc4a6853f2079d6744aa67bdc1a4ff57a5,1015,15144,0.5683777651330049
11bde5e67d58f721f35a1b7e72b6983aada7a625,1015,15142,0.5683847621674876
eea73db1375c76e4294f96ce65eeacba275499cc,993,15267,0.5700550377139973
bf156bc4aa9bdabe345ddea5e0be6ca900447460,990,15181,0.5716133241313124
dcb0cb371d23914f2969e707c0cafe486763c9e3,988,15161,0.5733004023481775
23c22c8643eb4a01e4507facc543bad17253280d,988,15161,0.5733004023481775
4a7a970c383beaf7717e21ebf37404b58c71358e,987,15172,0.5732437037892599
cb132c7533880e20aa8a83e738652480a26bad5b,987,15172,0.5732405218946296
7c482678a6a7fbf9d45f632dfd13ca5f15ac91da,987,15171,0.5732638510638292
d698cc3542becd4075ca3dc27eeffdf77bf362ab,987,15044,0.5733984304052681
